nomopera;ndias;v_codigbus;v_edad;ndias_ant;ndias_ant_area;ndias_ant_tipo;capacidad;marca;modelo;potencia;tipo;subtipo
Calefaccion;4;H088;6;4;4;24;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambiar/limpiar filtros;4;H085;7;11;11;1293;54;SCANIA;Pb;309;Discrecional;Normal
Cambiar/limpiar filtros;4;U284;2;26;26;698;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Fuga aceite servodireccion;1;U208;29;5;5;10409;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Radiador/es calefaccion;9;T227;9;13;13;22;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Correas;9;T227;9;13;13;277;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Tensores correas;9;T227;9;13;13;769;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Reglaje valvulas;9;T227;9;13;13;3252;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Inyectores;9;T227;9;13;13;3252;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Culatas motor;9;T227;9;13;13;3252;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Alternador;9;T227;9;13;13;860;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Alternador auxiliar;9;T227;9;13;13;860;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Cambiar turbina/motor condensadora;9;T227;9;13;13;535;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Cambiar/limpiar filtros;9;T227;9;13;13;342;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Fuga de aire;1;J269;6;7;7;14;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Calefaccion;4;X114;4;10;10;30;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Caja cambios;9;U249;24;21;21;118;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Transmision;9;U249;24;21;21;8698;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Correas;3;H087;6;17;17;190;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Modificaciones tecnicas;2;T286;3;8;8;449;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Cambiar/limpiar filtros;2;D113;4;58;58;254;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Baterias;2;H085;7;3;3;990;54;SCANIA;Pb;309;Discrecional;Normal
Fuga refrigerante;2;T272;4;11;11;76;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Bomba agua;2;T272;4;11;11;18;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Frenos 2º eje;2;J269;6;4;4;818;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Fallo en retarde/intarde;2;J269;6;4;4;662;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Calefaccion;2;J269;6;4;4;18;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Sonda nivel;2;J269;6;4;4;11;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Cambio filtro secador;5;T229;9;13;13;3154;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Frenos 1º eje;5;T229;9;13;13;173;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Discos delanteros;5;T229;9;13;13;1090;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Tacografo;5;T229;9;13;13;476;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Fuga de aire;5;B135;6;27;27;473;55;MAN;DIVO II;338;Discrecional;Normal
Servo embrague;5;T173;17;18;18;6110;52;SCANIA;SIN ASIGNAR;;NORMAL;50 Plazas
Poleas motor;5;T252;5;36;36;403;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Correas;5;T252;5;36;36;403;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Parasol;1;U255;5;8;8;1827;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Frenos 1º eje;4;H100;3;10;10;207;52;MAN;CITTOUR;228;Urbano;Normal
Frenos 2º eje;4;H100;3;10;10;85;52;MAN;CITTOUR;228;Urbano;Normal
Discos traseros;4;H100;3;10;10;837;52;MAN;CITTOUR;228;Urbano;Normal
Servofreno;4;H100;3;10;10;837;52;MAN;CITTOUR;228;Urbano;Normal
Frenos 2º eje;1;D113;4;5;5;175;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Poleas motor;1;B127;7;5;5;204;32;VOLVO;HABIT;250;Urbano;Normal
Correas;1;B127;7;5;5;80;32;VOLVO;HABIT;250;Urbano;Normal
Compresor a.a;1;B127;7;5;5;586;32;VOLVO;HABIT;250;Urbano;Normal
Frenos 2º eje;1;T229;9;13;13;1189;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Culata del compresor del motor;8;H102;2;36;36;768;24;MAN;CELERIS;257;Discrecional;Normal
Rueda delantera izquierda usada;2;B132;5;15;15;1671;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Plataforma elevadora;2;B132;5;15;15;42;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Toldo turisticos;1;U274;4;19;19;126;80;MAN;LION'S CITY;199;Urbano;Doble Piso
Entrada de agua;2;H103;6;6;6;2240;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Fuelle 2º eje derecho delantero;2;H076;11;44;44;3828;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Cambiar turbina/motor condensadora;2;H086;6;58;58;297;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fuga de aire;4;B132;5;5;5;67;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Nodriza;4;B132;5;5;5;321;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Bomba agua;4;X114;4;3;3;1494;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Fuga aceite motor;4;B137;5;49;49;234;55;SCANIA;TITANIUM;279;Discrecional;Normal
Calefaccion;4;B137;5;49;49;138;55;SCANIA;TITANIUM;279;Discrecional;Normal
Cambiar/limpiar filtros;4;B137;5;49;49;234;55;SCANIA;TITANIUM;279;Discrecional;Normal
Entrada de agua;4;J264;9;4;4;59;40;IVECO;DCR;317;Discrecional;Normal
Cambiar/limpiar filtros;4;T259;4;27;27;605;55;SCANIA;TITANIUM;279;Discrecional;Normal
Plataforma elevadora;3;T227;9;6;6;63;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Frenos 2º eje;8;H088;6;21;21;985;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Palancas freno 2º eje;8;H088;6;21;21;2107;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Tambores traseros;8;H088;6;21;21;2107;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Tirantes/silembrocs 2º eje;8;H088;6;21;21;985;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Bomba agua;8;H088;6;21;21;76;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Tensores correas;8;H088;6;21;21;45;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Compresor del motor;8;H088;6;21;21;2107;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Compresor a.a;8;H088;6;21;21;936;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambiar turbina/motor condensadora;8;H088;6;21;21;1384;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambiar/limpiar filtros;8;H088;6;21;21;175;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambio aceite servodireccion;1;U208;29;14;14;53;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Toldo turisticos;1;U208;29;14;14;55;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Correas;2;J268;7;18;18;729;25;MAN;PLATINUM;125;Discrecional;Midibus
Entrada de agua;2;J268;7;18;18;18;25;MAN;PLATINUM;125;Discrecional;Midibus
Reglaje valvulas;3;U238;30;20;20;553;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Culatas motor;3;U238;30;20;20;97;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Correas;1;T227;9;6;6;6;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Fuelles 2º eje;2;T246;6;4;4;2225;;IRIZAR;I6 15.37;;AUTOBUS;
Baterias;2;T246;6;4;4;508;;IRIZAR;I6 15.37;;AUTOBUS;
Cambiar/limpiar filtros;2;T246;6;4;4;279;;IRIZAR;I6 15.37;;AUTOBUS;
Rueda trasera izquierda exterior usada;1;B132;5;5;5;1876;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Porton/es maletero;2;U208;29;2;2;10425;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Instalaciones electricas;2;H103;6;2;2;40;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Fuga aceite motor;2;U249;24;8;8;8706;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Rotulas direccion;3;U205;27;3;3;9715;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Tacografo;2;T246;6;1;1;448;;IRIZAR;I6 15.37;;AUTOBUS;
Fuga refrigerante;2;H101;2;41;41;333;24;MAN;CELERIS;257;Discrecional;Normal
Fuga de aire;2;J269;6;12;12;16;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Culata del compresor del motor;3;C084;8;23;23;2976;54;MAN;TOURING II;338;Discrecional;Normal
Entrada de agua;1;X111;7;14;14;120;51;MAN;PLATINUM;265;Discrecional;Normal
Bomba agua;6;B130;6;28;28;1978;55;SCANIA;CENTURY;280;Discrecional;Normal
Enfriador motor;6;B130;6;28;28;1978;55;SCANIA;CENTURY;280;Discrecional;Normal
Fallo en retarde/intarde;2;U249;24;1;1;8707;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Servo embrague;1;S073;7;173;173;2345;54;MAN;Pb;338;Discrecional;Normal
Fuelle 1º eje derecho;2;B133;5;51;51;1880;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Rueda trasera derecha exterior usada;2;H101;2;2;2;64;24;MAN;CELERIS;257;Discrecional;Normal
Bomba agua;2;H101;2;2;2;792;24;MAN;CELERIS;257;Discrecional;Normal
Correas;2;H101;2;2;2;792;24;MAN;CELERIS;257;Discrecional;Normal
Llantas;2;T241;7;22;22;990;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Porton/es maletero;2;T241;7;22;22;416;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Correas;19;C088;5;65;65;360;53;MAN;LION'S COACH;338;Discrecional;Normal
Manguito/s admision;19;C088;5;65;65;1880;53;MAN;LION'S COACH;338;Discrecional;Normal
Cambio filtro refrigerante;18;I707;6;23;23;23;55;SCANIA;CENTURY;280;Discrecional;Normal
Manguito/s motor;18;I707;6;23;23;1950;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambiar/limpiar filtros;18;I707;6;23;23;325;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambiar turbina/motor condensadora;16;C086;7;7;7;238;54;MAN;Pb;338;Discrecional;Normal
Cambiar/limpiar filtros;16;C086;7;7;7;182;54;MAN;Pb;338;Discrecional;Normal
Cambiar/limpiar filtros;4;H076;11;11;11;293;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Manguito/s calefaccion;4;T222;10;10;10;52;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Cambio aceite servodireccion;3;U208;29;5;5;7;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fallo en ECAS;3;U208;29;5;5;10430;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuga gasoil;3;H092;5;31;31;1638;89;VOLVO;ASTRAL;213;Urbano;Normal
Cambiar/limpiar filtros;4;J289;5;35;35;263;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Cambiar turbina/motor condensadora;2;H082;8;8;8;512;54;MAN;TOURING STAR;338;Discrecional;Normal
Cambiar/limpiar filtros;2;H082;8;8;8;278;54;MAN;TOURING STAR;338;Discrecional;Normal
Entrada de agua;2;H082;8;8;8;302;54;MAN;TOURING STAR;338;Discrecional;Normal
Parada solicitada;5;T229;9;14;14;32;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Bomba embrague;2;T229;9;14;14;3168;16;FORD;SIN ASIGNAR;;MICROBUS;Micro 16  Plazas
Fuelle 2º eje derecho trasero;1;U255;5;6;6;690;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Frenos 1º eje;2;B135;6;1;1;371;55;MAN;DIVO II;338;Discrecional;Normal
Frenos 2º eje;1;J266;8;12;12;553;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Fuga de aire;2;X111;7;7;7;441;51;MAN;PLATINUM;265;Discrecional;Normal
Correas;2;X111;7;7;7;33;51;MAN;PLATINUM;265;Discrecional;Normal
Cambio liquido refrigerante;2;B130;6;2;2;1980;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambio valvulina caja cambios;2;A107;10;190;190;3590;5;MERCEDES BENZ;SIN ASIGNAR;;TURISMO;
Baterias;2;J266;8;1;1;959;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Fuga de aire;2;H082;8;1;1;198;54;MAN;TOURING STAR;338;Discrecional;Normal
Frenos 1º eje;1;J266;8;1;1;114;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Correas;7;J288;5;57;57;81;35;MAN;DEXON;162;Discrecional;Midibus
Fallo en EDC;7;J289;5;8;8;1617;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Fuelle 2º eje derecho delantero;7;H081;8;7;7;3007;54;MAN;Pb;338;Discrecional;Normal
Correas;7;B129;6;6;6;2191;55;MAN;DIVO II;338;Discrecional;Normal
Limpiaparabrisas;7;B129;6;6;6;392;55;MAN;DIVO II;338;Discrecional;Normal
Entrada de agua;7;B129;6;6;6;644;55;MAN;DIVO II;338;Discrecional;Normal
Manguito/s motor;6;H088;6;8;8;33;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cambiar/limpiar filtros;2;T276;3;1;1;47;35;MAN;OPALIN;176;Discrecional;Midibus
Frenos 2º eje;2;X111;7;7;7;226;51;MAN;PLATINUM;265;Discrecional;Normal
Tirantes/silembrocs 2º eje;2;X111;7;7;7;1031;51;MAN;PLATINUM;265;Discrecional;Normal
Amortiguador 1º eje derecho;20;H094;4;64;64;1266;59;MAN;i4;228;Discrecional;Normal
Fuga refrigerante;3;H076;11;11;11;714;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Paragolpes delantero;3;H076;11;11;11;3850;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Pinza freno;2;H088;6;2;2;2117;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Compresor a.a;2;I707;6;13;13;1963;55;SCANIA;CENTURY;280;Discrecional;Normal
Fuelle2º eje izquierdo delantero;8;H081;8;7;7;643;54;MAN;Pb;338;Discrecional;Normal
Fuelle 2º eje izquierdo trasero;8;H081;8;7;7;3014;54;MAN;Pb;338;Discrecional;Normal
Cambiar/limpiar filtros;8;H081;8;7;7;353;54;MAN;Pb;338;Discrecional;Normal
Paragolpes delantero;8;H081;8;7;7;1193;54;MAN;Pb;338;Discrecional;Normal
Paragolpes trasero;8;H081;8;7;7;3014;54;MAN;Pb;338;Discrecional;Normal
Correas;2;B117;11;29;29;122;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Manguito/s motor;2;T272;4;27;27;1273;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Valvula disparo-secador;2;T227;9;18;18;816;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Modificaciones tecnicas;2;H087;6;18;18;2144;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Fuelle 2º eje derecho trasero;2;T241;7;14;14;2412;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Fuelle 2º eje izquierdo trasero;2;T241;7;14;14;2412;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Fallo en retarde/intarde;2;T241;7;14;14;2412;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Rueda cervi derecha usada;2;B132;5;18;18;1894;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Modificaciones tecnicas;5;C087;6;18;18;2148;49;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Pinza freno;5;T272;4;5;5;1516;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Fuga refrigerante;5;T272;4;5;5;32;61;MAN;LION' S TOP COACH;324;Discrecional;Normal
Ruido en motor;4;T227;9;4;4;3280;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Arranque;2;B146;6;28;28;2036;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Paragolpes trasero;10;U249;24;2;2;1434;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Simil;7;C084;8;24;24;3000;54;MAN;TOURING II;338;Discrecional;Normal
Kit embrague;7;C084;8;24;24;789;54;MAN;TOURING II;338;Discrecional;Normal
Caja cambios;7;C084;8;24;24;3000;54;MAN;TOURING II;338;Discrecional;Normal
Cambiar turbina/motor condensadora;2;B130;6;14;14;959;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambiar/limpiar filtros;2;B130;6;14;14;964;55;SCANIA;CENTURY;280;Discrecional;Normal
Cambiar/limpiar filtros;2;H092;5;8;8;667;89;VOLVO;ASTRAL;213;Urbano;Normal
Rueda trasera derecha exterior usada;2;B117;11;6;6;930;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Calefaccion;2;J269;6;9;9;34;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Sonda nivel;2;J269;6;9;9;34;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Correas;2;B117;11;1;1;7;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Tensores correas;2;B117;11;1;1;3794;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Fuelle 2º eje izquierdo trasero;2;H088;6;7;7;530;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fallo en ECAS;2;H088;6;7;7;122;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Cortinas;2;H088;6;7;62;2124;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Kit embrague;6;S073;7;26;26;767;54;MAN;Pb;338;Discrecional;Normal
Volante motor;6;S073;7;26;26;2371;54;MAN;Pb;338;Discrecional;Normal
Caja cambios;6;S073;7;26;26;2371;54;MAN;Pb;338;Discrecional;Normal
Baterias;6;S073;7;26;26;767;54;MAN;Pb;338;Discrecional;Normal
Calefaccion;2;J269;6;9;9;34;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Rueda trasera derecha exterior usada;2;J268;7;24;24;2663;25;MAN;PLATINUM;125;Discrecional;Midibus
Fuga de aire;2;J268;7;24;24;80;25;MAN;PLATINUM;125;Discrecional;Midibus
Tensores correas;2;J268;7;24;24;57;25;MAN;PLATINUM;125;Discrecional;Midibus
Fallo en EDC;2;J268;7;24;24;42;25;MAN;PLATINUM;125;Discrecional;Midibus
Correas;2;B117;11;1;1;1;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Nodriza;2;T227;9;3;3;3283;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Ruido en motor;2;T227;9;3;3;3;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Baterias;2;H081;8;3;3;60;54;MAN;Pb;338;Discrecional;Normal
Tacografo;2;B129;6;9;9;2201;55;MAN;DIVO II;338;Discrecional;Normal
Correas;8;C087;6;21;21;413;49;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Latiguillo compresor;3;H086;6;12;10;196;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Fuga refrigerante;3;H088;6;4;4;66;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Soporte alternador;3;U290;2;28;28;592;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Baterias;3;U290;2;28;28;413;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Fuga gasoil;2;U249;24;26;26;263;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Caja cambios;2;U205;27;26;26;29;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Tacografo;2;X110;7;11;11;62;16;FORD;TRANSIT;92;Discrecional;Microbus
Calefaccion;2;J266;8;20;20;78;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Calefaccion;2;J269;6;5;5;5;50;SCANIA;ATLANTIS;280;Discrecional;Normal
Motor;29;T222;10;49;49;3636;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Caja cambios;29;T222;10;49;49;361;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Turbo;29;T222;10;49;49;830;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Reglaje valvulas;29;T222;10;49;49;1775;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Culatas motor;29;T222;10;49;49;1775;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Camisas;29;T222;10;49;49;3636;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Pistones;29;T222;10;49;49;3636;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Alternador;29;T222;10;49;49;644;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Alternador auxiliar;29;T222;10;49;49;3636;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Arranque;29;T222;10;49;49;1518;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Cambiar/limpiar filtros;29;T222;10;49;49;236;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Paragolpes trasero;29;T222;10;49;49;1188;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Cartel escolar;29;T222;10;49;49;3636;55;MAN;18.410 HOCL;;NORMAL;54 Plazas + guia
Baterias;2;X114;4;11;11;252;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Cambio aceite retarde y filtro;2;A109;4;4;4;577;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Fuga de aire;2;C084;8;1;1;910;54;MAN;TOURING II;338;Discrecional;Normal
Fallo en retarde/intarde;2;C084;8;1;1;3001;54;MAN;TOURING II;338;Discrecional;Normal
Claxon;2;C084;8;1;1;3001;54;MAN;TOURING II;338;Discrecional;Normal
Frenos 2º eje;2;T246;6;28;28;218;;IRIZAR;I6 15.37;;AUTOBUS;
Fuga refrigerante;2;T246;6;28;28;58;;IRIZAR;I6 15.37;;AUTOBUS;
Fuga gasoil;2;J264;9;30;30;3331;40;IVECO;DCR;317;Discrecional;Normal
Frenos 1º eje;4;B129;6;7;7;182;55;MAN;DIVO II;338;Discrecional;Normal
Frenos 2º eje;4;B129;6;7;7;182;55;MAN;DIVO II;338;Discrecional;Normal
Discos delanteros;4;B129;6;7;7;2208;55;MAN;DIVO II;338;Discrecional;Normal
Discos traseros;4;B129;6;7;7;2208;55;MAN;DIVO II;338;Discrecional;Normal
Entrada de agua;4;B129;6;7;7;17;55;MAN;DIVO II;338;Discrecional;Normal
Frenos 2º eje;4;U238;30;23;23;10825;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Tambores traseros;4;U238;30;23;23;10825;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Bujes 2º eje;4;U238;30;23;23;10825;81;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Frenos 2º eje;2;H100;3;8;8;33;52;MAN;CITTOUR;228;Urbano;Normal
Servofreno;2;H100;3;8;8;33;52;MAN;CITTOUR;228;Urbano;Normal
Porton/es maletero;2;T276;3;8;8;1098;35;MAN;OPALIN;176;Discrecional;Midibus
Potencia motor;2;H103;6;28;28;2274;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Fallo en retarde/intarde;2;C084;8;1;1;1;54;MAN;TOURING II;338;Discrecional;Normal
Cambiar/limpiar filtros;2;U290;2;2;2;344;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Sonda nivel;2;T227;9;6;6;3289;38;MERCEDES BENZ;TOURING;310;Discrecional;Normal
Cambiar/limpiar filtros;2;U284;2;14;14;45;36;MAN;SIN ASIGNAR;;MICROBUS;Micro 35 Plazas
Fuga escape;2;X110;7;2;2;99;16;FORD;TRANSIT;92;Discrecional;Microbus
Alternador;2;T276;3;1;1;167;35;MAN;OPALIN;176;Discrecional;Midibus
Correas;2;B117;11;7;7;7;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Fallo en ABS/EBS;2;D113;4;15;15;1323;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Baterias;2;B146;6;9;9;632;24;MERCEDES BENZ;SPRINTER;115;Discrecional;Microbus
Baterias;2;B150;0;99;99;99;20;CAR-BUS.NET;CORVI S;;MICROBUS 14-35 PAX;Micro 19 pax
Plataforma elevadora;2;J264;9;2;2;102;40;IVECO;DCR;317;Discrecional;Normal
Grupo;4;D113;4;3;3;1326;19;MERCEDES BENZ;ALVILASA;135;Discrecional;Microbus
Cambio filtro gasoil;4;H103;6;5;5;2279;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Fuga refrigerante;4;H103;6;5;5;2279;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Fallo en ECAS;4;H100;3;5;5;875;52;MAN;CITTOUR;228;Urbano;Normal
Fallo en retarde/intarde;4;H100;3;5;5;875;52;MAN;CITTOUR;228;Urbano;Normal
Fuga gasoil;4;U249;24;6;6;6;53;SCANIA;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Claxon;3;U208;29;30;30;523;71;MAN;SIN ASIGNAR;;BUS TURISTICO;Turistic Valencia
Fuga de aire;9;X111;7;27;27;34;51;MAN;PLATINUM;265;Discrecional;Normal
Deposito de gasoil;9;X111;7;27;27;390;51;MAN;PLATINUM;265;Discrecional;Normal
Compresor a.a;9;X111;7;27;27;363;51;MAN;PLATINUM;265;Discrecional;Normal
Fuga de aire;3;H082;8;28;28;28;54;MAN;TOURING STAR;338;Discrecional;Normal
Rueda trasera derecha exterior usada;3;H076;11;19;19;295;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Rueda trasera izquierda exterior usada;3;H076;11;19;19;3869;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Manguito/s calefaccion;3;H076;11;19;19;1047;74;MAN;TOURING INTERCITY;228;Interurbano;Normal
Baterias;2;J289;5;23;23;1640;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Fuga refrigerante;2;X114;4;9;9;330;61;MAN;LION'S TOP COACH;324;Discrecional;Normal
Poleas motor;2;T276;3;7;7;1106;35;MAN;OPALIN;176;Discrecional;Midibus
Instalaciones electricas;2;H103;6;3;3;36;25;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 25 pax
Fallo en ECAS;2;H100;3;3;3;3;52;MAN;CITTOUR;228;Urbano;Normal
Instalaciones electricas;2;H100;3;3;3;878;52;MAN;CITTOUR;228;Urbano;Normal
Amortiguador derecho direccion;2;H100;3;3;3;878;52;MAN;CITTOUR;228;Urbano;Normal
